aqi,co,no2,o3,pm10,pm2_5,quality,rank,so2,time_point
68,1,38,116,39,49,良,235,6,2020-09-24
88,1.3,46,143,57,65,良,319,8,2020-09-25
97,1.1,42,156,48,56,良,324,8,2020-09-26
90,0.7,38,147,42,34,良,185,9,2020-09-27
99,0.8,45,158,76,55,良,196,9,2020-09-28
44,0.8,35,51,36,26,优,309,7,2020-09-29
47,0.8,37,82,34,23,优,154,9,2020-09-30
58,0.9,34,57,44,41,良,148,7,2020-10-01
34,0.4,27,61,30,20,优,309,5,2020-10-02
52,0.6,39,80,54,27,良,216,8,2020-10-03
31,0.3,18,59,31,8,优,249,4,2020-10-04
40,0.4,32,60,28,10,优,144,5,2020-10-05
63,0.8,50,78,70,39,良,255,11,2020-10-06
72,0.8,50,80,77,52,良,288,10,2020-10-07
125,1.1,57,138,91,95,轻度污染,306,19,2020-10-08
123,1,57,147,95,93,轻度污染,316,15,2020-10-09
139,1.1,69,139,104,106,轻度污染,332,11,2020-10-10
103,0.8,43,78,77,77,轻度污染,308,8,2020-10-11
49,0.5,39,66,28,11,优,20,6,2020-10-12
62,0.7,49,66,57,20,良,84,10,2020-10-13
45,0.6,29,45,45,13,优,281,8,2020-10-14
109,1.2,48,65,79,82,轻度污染,220,9,2020-10-15
78,0.8,48,70,59,57,良,329,6,2020-10-16
69,0.7,55,75,59,29,良,226,11,2020-10-17
140,1.2,71,91,114,107,轻度污染,251,13,2020-10-18
153,1.4,86,103,117,117,中度污染,329,13,2020-10-19
123,0.8,54,116,92,93,轻度污染,294,10,2020-10-20
93,0.6,36,63,136,41,良,309,6,2020-10-21
62,0.6,42,64,74,18,良,241,6,2020-10-22
53,0.5,42,65,37,11,良,57,6,2020-10-23
78,0.9,62,85,88,47,良,142,15,2020-10-24
103,1.3,75,72,124,77,轻度污染,218,14,2020-10-25
176,1.9,98,110,175,133,中度污染,302,16,2020-10-26
53,0.5,39,56,56,14,良,284,7,2020-10-27
78,0.7,62,48,72,25,良,193,10,2020-10-28
88,1,70,51,80,43,良,200,15,2020-10-29
92,1.1,70,77,90,68,良,267,14,2020-10-30
127,1.2,69,66,196,96,轻度污染,278,14,2020-10-31
83,0.6,49,60,115,33,良,330,7,2020-11-01
59,0.5,35,58,68,16,良,211,7,2020-11-02
59,0.5,47,51,59,19,良,147,8,2020-11-03
84,1,67,46,112,56,良,210,18,2020-11-04
89,0.9,66,40,108,66,良,317,14,2020-11-05
88,0.9,68,57,122,65,良,231,12,2020-11-06
100,0.6,40,68,150,36,良,265,8,2020-11-07
40,0.4,32,57,39,13,优,55,6,2020-11-08
73,0.8,58,45,70,32,良,124,9,2020-11-09
104,1.3,81,38,125,78,轻度污染,164,19,2020-11-10
133,1.2,86,97,139,101,轻度污染,317,19,2020-11-11
133,1,68,72,122,101,轻度污染,306,13,2020-11-12
65,0.7,52,54,58,38,良,299,9,2020-11-13
80,1,64,41,73,45,良,19,11,2020-11-14
160,1.4,89,36,139,122,中度污染,318,12,2020-11-15
104,1.2,55,42,93,78,轻度污染,315,11,2020-11-16
147,1.5,62,14,110,112,轻度污染,244,10,2020-11-17
55,1.1,33,51,24,39,良,325,6,2020-11-18
37,0.6,29,50,22,12,优,21,6,2020-11-19
58,1,46,45,35,22,良,124,12,2020-11-20
70,1.5,56,16,50,43,良,195,11,2020-11-21
35,0.6,28,54,22,17,优,267,7,2020-11-22
50,0.6,40,45,37,21,优,67,8,2020-11-23
99,1.1,57,36,93,74,良,289,12,2020-11-24
97,1.2,56,38,82,72,良,330,8,2020-11-25
64,1.1,51,28,45,20,良,202,15,2020-11-26
55,0.7,44,52,46,23,良,214,9,2020-11-27
39,0.4,31,51,24,12,优,62,5,2020-11-28
69,0.8,55,27,65,39,良,146,11,2020-11-29
45,0.5,36,50,31,14,优,130,6,2020-11-30
82,0.9,65,16,78,50,良,125,11,2020-12-01
64,0.6,45,39,53,46,良,237,8,2020-12-02
45,0.4,36,61,32,12,优,62,6,2020-12-03
55,0.4,44,57,39,17,良,177,7,2020-12-04
74,0.6,59,40,51,32,良,178,9,2020-12-05
152,1.2,65,27,113,116,中度污染,239,13,2020-12-06
35,0.4,28,54,30,10,优,82,6,2020-12-07
68,0.6,54,34,48,28,良,47,10,2020-12-08
108,1.2,74,18,102,81,轻度污染,221,20,2020-12-09
149,1.7,86,19,139,114,轻度污染,300,18,2020-12-10
117,1.6,79,24,112,88,轻度污染,286,14,2020-12-11
199,2.1,73,11,129,149,中度污染,263,5,2020-12-12
32,0.5,25,58,29,19,优,284,6,2020-12-13
53,0.6,42,42,36,20,良,18,10,2020-12-14
62,0.6,49,39,44,21,良,119,8,2020-12-15
62,0.6,49,43,46,24,良,249,8,2020-12-16
98,1.3,75,25,103,73,良,164,17,2020-12-17
49,0.5,39,59,42,20,优,307,7,2020-12-18
78,1,62,38,76,44,良,129,16,2020-12-19
80,1,64,45,77,52,良,274,13,2020-12-20
112,1.5,82,28,104,84,轻度污染,200,19,2020-12-21
173,1.9,92,26,140,131,中度污染,298,21,2020-12-22
100,1,56,60,132,75,良,305,12,2020-12-23
66,0.5,42,54,81,25,良,151,7,2020-12-24
89,1.2,71,31,110,57,良,140,16,2020-12-25
113,1.8,81,14,128,85,轻度污染,172,18,2020-12-26
129,2.2,73,19,129,98,轻度污染,209,19,2020-12-27
59,1,40,41,59,42,良,140,14,2020-12-28
58,0.4,14,54,65,11,良,177,6,2020-12-29
39,0.5,22,59,39,8,优,117,6,2020-12-30
63,0.7,50,46,53,24,良,106,10,2020-12-31
78,1.5,62,20,86,51,良,16,18,2021-01-01
75,1.7,56,22,80,55,良,84,15,2021-01-02
77,1.7,60,28,80,56,良,230,17,2021-01-03
54,1,43,53,54,28,良,93,11,2021-01-04
34,0.5,27,61,30,12,优,8,6,2021-01-05
91,0.5,23,58,131,18,良,119,7,2021-01-06
30,0.5,19,52,30,12,优,100,7,2021-01-07
40,0.5,32,58,34,14,优,25,6,2021-01-08
53,0.6,42,53,53,22,良,35,9,2021-01-09
37,0.5,29,66,32,12,优,169,7,2021-01-10
64,0.8,45,61,77,31,良,87,10,2021-01-11
149,1,55,34,0,0,轻度污染,212,14,2021-01-12
143,0.9,48,62,0,0,轻度污染,315,10,2021-01-13
82,1.1,50,31,113,46,良,160,11,2021-01-14
106,0.9,37,62,0,0,轻度污染,114,8,2021-01-15
54,0.6,33,66,58,22,良,134,7,2021-01-16
59,0.7,37,56,68,22,良,74,8,2021-01-17
68,0.8,38,58,86,28,良,,9,2021-01-18
53,1.2,37,44,56,27,良,37,13,2021-01-19
104,1.6,53,25,104,78,轻度污染,134,10,2021-01-20
139,1.5,70,33,120,106,轻度污染,236,10,2021-01-21
112,1.5,63,50,97,84,轻度污染,258,14,2021-01-22
84,1,67,40,73,58,良,56,11,2021-01-23
138,1.6,89,26,112,105,轻度污染,148,16,2021-01-24
168,1.8,94,22,124,127,中度污染,245,18,2021-01-25
123,1.1,63,51,87,93,轻度污染,273,6,2021-01-26
139,1.5,74,39,138,106,轻度污染,179,14,2021-01-27
58,0.4,21,73,66,10,良,83,4,2021-01-28
77,0.9,61,35,87,34,良,75,14,2021-01-29
78,1.2,60,43,106,54,良,220,13,2021-01-30
99,1.6,50,30,108,74,良,48,10,2021-01-31
56,0.7,31,67,62,38,良,305,5,2021-02-01
39,0.5,29,60,39,15,优,92,6,2021-02-02
62,0.9,45,62,74,36,良,100,12,2021-02-03
72,0.8,46,63,93,40,良,23,13,2021-02-04
118,1.1,60,65,145,89,轻度污染,314,12,2021-02-05
84,0.8,48,73,117,49,良,222,10,2021-02-06
50,0.7,26,69,50,20,优,185,8,2021-02-07
67,0.9,43,79,74,48,良,123,9,2021-02-08
89,1,42,80,98,66,良,245,11,2021-02-09
132,1.2,49,107,138,100,轻度污染,273,14,2021-02-10
170,1.3,39,116,158,129,中度污染,288,15,2021-02-11
219,1.4,35,77,199,169,重度污染,255,15,2021-02-12
155,1.7,46,15,131,118,中度污染,317,8,2021-02-13
72,1.1,22,59,59,52,良,321,8,2021-02-14
40,0.5,13,79,21,12,优,215,5,2021-02-15
40,0.5,10,80,33,12,优,191,4,2021-02-16
37,0.4,13,74,22,11,优,23,5,2021-02-17
58,0.8,44,74,65,38,良,100,9,2021-02-18
108,1.1,47,74,128,81,轻度污染,294,11,2021-02-19
80,0.8,54,69,110,46,良,250,11,2021-02-20
134,1,56,48,0,0,轻度污染,280,12,2021-02-21
61,0.7,24,71,71,32,良,334,10,2021-02-22
50,0.6,23,64,50,20,优,43,8,2021-02-23
57,0.9,43,46,61,40,良,146,8,2021-02-24
99,1.3,53,54,94,74,良,261,12,2021-02-25
119,1.4,60,89,110,90,轻度污染,286,17,2021-02-26
114,1.2,63,102,100,86,轻度污染,263,16,2021-02-27
105,1.1,51,48,87,79,轻度污染,310,8,2021-02-28
42,0.6,21,84,19,16,优,167,5,2021-03-01
90,1,38,59,78,67,良,152,6,2021-03-02
130,1.2,51,39,115,99,轻度污染,314,7,2021-03-03
133,1.3,61,64,130,101,轻度污染,324,9,2021-03-04
93,1.2,48,55,97,69,良,331,8,2021-03-05
41,0.7,29,62,41,14,优,136,10,2021-03-06
63,0.9,47,65,74,45,良,185,8,2021-03-07
128,1.3,66,81,125,97,轻度污染,267,14,2021-03-08
211,1.5,77,102,195,161,重度污染,330,12,2021-03-09
123,1,52,97,110,93,轻度污染,326,8,2021-03-10
109,0.9,46,101,100,82,轻度污染,268,9,2021-03-11
117,1.1,49,56,100,88,轻度污染,166,10,2021-03-12
110,1.3,49,96,96,83,轻度污染,114,11,2021-03-13
166,1.2,52,91,139,126,中度污染,327,9,2021-03-14
500,0.8,35,72,0,0,严重污染,325,5,2021-03-15
129,0.6,30,70,0,40,轻度污染,299,5,2021-03-16
112,0.8,64,43,0,36,轻度污染,244,11,2021-03-17
75,1.1,60,49,94,46,良,210,13,2021-03-18
100,1,46,69,106,75,良,142,8,2021-03-19
64,0.7,21,78,78,41,良,228,4,2021-03-20
43,0.4,19,86,34,8,优,81,5,2021-03-21
140,0.5,32,76,0,37,轻度污染,181,8,2021-03-22
85,0.7,43,93,0,0,良,307,12,2021-03-23
85,0.7,41,81,120,49,良,246,10,2021-03-24
117,1,65,141,163,88,轻度污染,167,13,2021-03-25
138,1.1,71,82,160,105,轻度污染,323,11,2021-03-26
140,1.2,51,74,120,107,轻度污染,322,6,2021-03-27
433,0.7,32,87,0,0,严重污染,305,5,2021-03-28
94,0.4,31,90,138,24,良,270,5,2021-03-29
124,0.8,48,109,0,0,轻度污染,262,11,2021-03-30
138,1,69,126,0,0,轻度污染,238,16,2021-03-31
81,0.9,60,98,112,46,良,322,14,2021-04-01
100,1.1,80,68,124,73,良,302,13,2021-04-02
46,0.6,32,92,43,30,优,332,6,2021-04-03
59,0.6,41,110,58,27,良,225,8,2021-04-04
74,0.7,32,128,76,50,良,276,9,2021-04-05
80,0.6,43,136,73,45,良,61,8,2021-04-06
68,0.8,46,83,85,47,良,325,11,2021-04-07
65,0.8,52,94,66,30,良,178,12,2021-04-08
64,0.8,43,102,78,41,良,85,17,2021-04-09
95,0.9,48,142,110,71,良,262,11,2021-04-10
79,0.8,51,113,94,58,良,321,12,2021-04-11
67,0.8,44,70,79,48,良,272,8,2021-04-12
46,0.4,19,91,24,8,优,31,5,2021-04-13
62,0.5,27,107,73,28,良,243,8,2021-04-14
122,0.6,24,122,0,0,轻度污染,291,8,2021-04-15
157,0.4,22,79,0,0,中度污染,244,5,2021-04-16
48,0.4,26,91,48,12,优,148,5,2021-04-17
70,0.6,31,123,90,35,良,189,10,2021-04-18
94,0.8,38,152,131,55,良,295,12,2021-04-19
100,0.9,47,160,136,66,良,314,13,2021-04-20
67,0.8,49,109,83,46,良,313,10,2021-04-21
45,0.8,28,90,43,31,优,84,6,2021-04-22
49,0.7,22,97,26,17,优,80,5,2021-04-23
63,1,46,90,67,45,良,207,10,2021-04-24
55,0.8,44,97,59,37,良,314,9,2021-04-25
69,0.7,55,119,64,40,良,167,10,2021-04-26
81,0.5,28,100,111,37,良,168,6,2021-04-27
59,0.4,27,110,62,16,良,178,6,2021-04-28
68,0.5,31,100,85,26,良,194,7,2021-04-29
43,0.5,34,72,43,18,优,39,6,2021-04-30
44,0.6,30,87,44,23,优,139,7,2021-05-01
60,0.6,32,112,48,22,良,131,9,2021-05-02
66,0.6,26,119,56,30,良,144,9,2021-05-03
56,0.5,21,107,58,24,良,205,6,2021-05-04
70,0.4,21,123,83,21,良,173,7,2021-05-05
177,0.5,18,120,0,0,中度污染,267,7,2021-05-06
141,0.4,15,113,0,0,轻度污染,326,5,2021-05-07
107,0.5,26,104,0,0,轻度污染,308,6,2021-05-08
73,0.7,46,127,64,25,良,225,11,2021-05-09
61,0.6,26,113,45,17,良,167,8,2021-05-10
65,0.8,30,117,40,23,良,247,9,2021-05-11
98,0.8,39,157,57,29,良,84,10,2021-05-12
59,1,34,106,64,42,良,227,8,2021-05-13
55,1,34,105,60,39,良,269,8,2021-05-14
39,0.8,25,57,39,25,优,237,6,2021-05-15
51,0.4,24,101,18,5,良,12,5,2021-05-16
79,0.6,31,134,45,19,良,290,8,2021-05-17
118,0.8,26,179,65,29,轻度污染,259,11,2021-05-18
106,0.7,22,166,67,30,轻度污染,235,8,2021-05-19
89,0.8,20,146,82,52,良,287,7,2021-05-20
130,0.9,24,192,80,52,轻度污染,316,8,2021-05-21
126,0.8,21,188,82,46,轻度污染,262,8,2021-05-22
140,0.4,17,90,0,0,轻度污染,323,5,2021-05-23
70,0.4,22,99,89,30,良,309,5,2021-05-24
69,0.5,29,122,81,20,良,198,7,2021-05-25
70,0.9,37,123,86,25,良,318,9,2021-05-26
65,0.6,28,117,54,21,良,170,6,2021-05-27
61,0.3,19,113,24,6,良,110,5,2021-05-28
67,0.6,25,120,42,13,良,177,8,2021-05-29
73,0.7,26,127,40,19,良,123,10,2021-05-30
61,1.2,33,113,64,37,良,206,9,2021-05-31
98,1.3,26,157,68,45,良,303,8,2021-06-01
65,0.9,34,109,75,47,良,253,6,2021-06-02
50,0.5,30,100,37,18,优,316,5,2021-06-03
58,0.4,26,109,43,10,良,89,6,2021-06-04
77,0.4,37,132,41,15,良,251,7,2021-06-05
95,0.9,44,153,66,23,良,174,13,2021-06-06
100,1,21,160,61,32,良,196,9,2021-06-07
94,0.9,20,152,63,41,良,150,6,2021-06-08
56,1,23,107,60,37,良,243,7,2021-06-09
103,0.7,24,163,35,21,轻度污染,208,5,2021-06-10
127,0.7,30,189,48,25,轻度污染,247,7,2021-06-11
201,1,30,268,91,49,重度污染,227,12,2021-06-12
159,1.1,25,224,97,54,中度污染,319,6,2021-06-13
59,1.1,19,98,54,42,良,273,4,2021-06-14
80,0.7,14,136,24,18,良,274,6,2021-06-15
47,0.9,29,75,47,28,优,212,5,2021-06-16
70,0.6,21,123,25,15,良,321,5,2021-06-17
60,0.4,25,111,31,10,良,193,5,2021-06-18
82,0.4,39,138,50,15,良,295,8,2021-06-19
83,0.5,35,139,43,14,良,254,8,2021-06-20
123,0.8,28,185,65,23,轻度污染,263,12,2021-06-21
85,0.6,20,141,36,16,良,206,9,2021-06-22
62,0.8,33,114,50,25,良,82,9,2021-06-23
84,0.9,38,140,75,36,良,254,9,2021-06-24
96,1.1,26,155,96,45,良,324,5,2021-06-25
91,1.1,22,149,61,32,良,207,6,2021-06-26
119,1.5,20,180,70,37,轻度污染,322,8,2021-06-27
105,1.1,20,165,75,42,轻度污染,320,6,2021-06-28
65,0.8,18,117,46,26,良,286,6,2021-06-29
113,0.8,12,174,43,27,轻度污染,203,5,2021-06-30
103,0.7,12,163,31,17,轻度污染,167,5,2021-07-01
120,0.8,18,181,34,17,轻度污染,195,6,2021-07-02
61,0.7,14,113,23,14,良,274,5,2021-07-03
104,0.6,17,164,31,19,轻度污染,132,6,2021-07-04
113,0.8,28,174,50,25,轻度污染,303,6,2021-07-05
98,0.9,19,157,46,24,良,241,6,2021-07-06
143,1.1,27,207,77,38,轻度污染,331,5,2021-07-07
139,0.8,19,202,40,22,轻度污染,198,6,2021-07-08
125,0.9,20,187,43,23,轻度污染,278,6,2021-07-09
148,1,26,212,66,32,轻度污染,212,6,2021-07-10
82,0.9,17,138,45,23,良,330,5,2021-07-11
44,0.8,9,88,24,13,优,309,5,2021-07-12
60,0.8,15,112,32,21,良,71,4,2021-07-13
86,0.8,17,143,31,18,良,85,4,2021-07-14
90,0.8,18,147,41,22,良,264,5,2021-07-15
57,0.8,13,108,38,22,良,199,5,2021-07-16
41,0.6,15,81,25,11,优,144,5,2021-07-17
49,0.6,16,97,36,20,优,286,5,2021-07-18
67,0.7,19,120,37,22,良,306,5,2021-07-19
70,0.7,16,124,27,13,良,175,6,2021-07-20
38,0.6,20,75,31,15,优,104,6,2021-07-21
70,0.6,20,123,39,19,良,127,6,2021-07-22
93,0.7,26,151,48,26,良,288,5,2021-07-23
110,0.7,20,170,61,36,轻度污染,297,5,2021-07-24
133,0.7,17,196,46,27,轻度污染,314,6,2021-07-25
120,0.7,15,181,47,25,轻度污染,248,6,2021-07-26
32,0.7,18,64,22,10,优,135,6,2021-07-27
47,1.3,27,94,38,21,优,193,6,2021-07-28
41,0.8,21,82,27,16,优,217,5,2021-07-29
37,0.7,12,74,7,5,优,72,4,2021-07-30
122,0.8,22,184,42,23,轻度污染,13,5,2021-07-31
67,0.8,14,120,15,8,良,187,5,2021-08-01
81,0.9,19,137,27,14,良,129,6,2021-08-02
93,0.8,17,151,37,20,良,243,6,2021-08-03
98,0.9,23,157,57,34,良,170,5,2021-08-04
66,1,26,119,55,34,良,329,5,2021-08-05
125,0.8,23,187,42,26,轻度污染,163,5,2021-08-06
154,1,36,219,83,50,中度污染,324,6,2021-08-07
136,1.1,33,199,86,53,轻度污染,317,6,2021-08-08
134,0.7,16,197,39,23,轻度污染,336,5,2021-08-09
126,0.8,21,188,50,29,轻度污染,252,5,2021-08-10
108,1.1,24,168,64,34,轻度污染,274,7,2021-08-11
64,0.8,18,116,34,17,良,306,7,2021-08-12
77,0.8,21,132,41,22,良,186,7,2021-08-13
76,0.8,21,131,39,21,良,221,8,2021-08-14
72,0.6,18,126,30,15,良,112,6,2021-08-15
93,0.8,21,151,46,26,良,207,6,2021-08-16
85,1.1,20,141,28,17,良,238,7,2021-08-17
86,0.9,28,143,42,22,良,292,8,2021-08-18
49,0.8,22,98,31,16,优,109,5,2021-08-19
74,1,18,128,34,23,良,148,5,2021-08-20
94,0.9,27,152,38,20,良,318,6,2021-08-21
94,1,20,152,61,34,良,194,6,2021-08-22
98,0.9,15,157,50,30,良,311,6,2021-08-23
78,0.6,20,133,29,13,良,167,6,2021-08-24
66,0.5,31,119,34,13,良,298,6,2021-08-25
56,0.5,28,107,29,10,良,233,6,2021-08-26
70,0.6,32,123,48,20,良,292,7,2021-08-27
45,0.7,30,90,45,20,优,325,7,2021-08-28
82,0.7,33,138,49,20,良,244,7,2021-08-29
77,0.8,32,132,45,23,良,319,8,2021-08-30
76,0.8,24,131,34,18,良,248,7,2021-08-31
109,0.8,28,169,42,22,轻度污染,234,7,2021-09-01
113,0.8,28,174,50,26,轻度污染,285,9,2021-09-02
105,0.8,24,165,60,34,轻度污染,301,8,2021-09-03
53,0.9,29,103,49,28,良,310,6,2021-09-04
44,0.8,24,88,31,18,优,277,6,2021-09-05
37,0.7,18,73,14,8,优,109,5,2021-09-06
75,0.7,27,130,26,13,良,53,7,2021-09-07
111,0.9,29,172,59,28,轻度污染,190,9,2021-09-08
96,0.8,24,155,55,26,良,302,8,2021-09-09
131,1.2,37,194,88,45,轻度污染,316,9,2021-09-10
130,1.1,29,193,105,56,轻度污染,300,7,2021-09-11
61,1,16,111,72,39,良,328,7,2021-09-12
70,1,22,123,46,25,良,268,6,2021-09-13
52,0.8,25,102,29,13,良,301,9,2021-09-14
73,0.8,33,127,42,14,良,161,9,2021-09-15
56,1,40,54,62,27,良,232,8,2021-09-16
50,0.9,34,99,29,14,优,228,8,2021-09-17
65,1,52,94,75,36,良,169,10,2021-09-18
36,1,23,71,32,19,优,291,6,2021-09-19
42,0.7,13,83,5,3,优,95,5,2021-09-20
51,0.6,28,101,17,8,良,12,6,2021-09-21
67,0.7,39,120,32,13,良,190,7,2021-09-22
55,0.9,43,105,46,18,良,274,10,2021-09-23
40,0.9,29,72,40,20,优,234,7,2021-09-24
43,0.8,34,63,31,15,优,223,8,2021-09-25
38,0.8,30,61,32,15,优,264,7,2021-09-26
54,0.9,27,104,34,19,良,163,7,2021-09-27
51,0.9,36,96,51,23,良,294,9,2021-09-28
72,1,31,126,60,29,良,214,9,2021-09-29
78,1.1,34,133,66,30,良,283,10,2021-09-30
48,0.9,23,96,45,23,优,286,10,2021-10-01
76,0.8,27,131,57,26,良,152,8,2021-10-02
70,1.2,30,62,89,47,良,294,7,2021-10-03
24,0.6,19,48,12,6,优,47,7,2021-10-04
30,0.6,24,42,14,9,优,25,6,2021-10-05
25,0.6,20,47,12,8,优,28,6,2021-10-06
43,0.6,34,65,22,13,优,103,6,2021-10-07
57,0.8,45,99,55,28,良,263,9,2021-10-08
50,0.9,40,50,38,23,优,303,6,2021-10-09
37,0.5,29,59,17,8,优,187,6,2021-10-10
52,0.5,41,66,32,10,良,246,7,2021-10-11
69,0.7,55,69,53,23,良,288,9,2021-10-12
79,0.9,63,99,72,33,良,244,10,2021-10-13
75,0.8,60,39,72,32,良,286,8,2021-10-14
55,0.7,38,62,60,24,良,297,9,2021-10-15
34,0.4,21,67,21,5,优,44,5,2021-10-16
54,0.6,39,64,58,23,良,281,9,2021-10-17
78,0.8,54,48,104,57,良,265,11,2021-10-18
35,0.5,28,60,24,8,优,235,7,2021-10-19
60,0.7,48,55,63,30,良,155,10,2021-10-20
60,0.7,48,57,67,32,良,286,8,2021-10-21
53,0.5,42,69,37,13,良,219,8,2021-10-22
69,0.7,55,75,56,27,良,175,12,2021-10-23
95,0.9,67,94,114,71,良,188,12,2021-10-24
189,1.2,82,90,206,142,中度污染,328,13,2021-10-25
109,0.8,50,72,125,82,轻度污染,327,9,2021-10-26
65,0.6,52,68,46,17,良,104,8,2021-10-27
99,0.9,79,51,122,66,良,230,13,2021-10-28
152,1.1,89,49,184,116,中度污染,275,14,2021-10-29
201,1.2,78,79,217,151,重度污染,324,10,2021-10-30
94,0.9,48,48,110,70,良,334,8,2021-10-31
54,0.9,43,54,53,31,良,202,9,2021-11-01
65,0.8,52,42,73,41,良,158,11,2021-11-02
129,1.2,54,22,154,98,轻度污染,300,7,2021-11-03
145,1.5,65,26,178,111,轻度污染,278,7,2021-11-04
144,2.2,65,24,169,110,轻度污染,317,8,2021-11-05
56,1,36,76,62,35,良,300,8,2021-11-06
28,0.4,13,55,14,4,优,3,6,2021-11-07
32,0.4,18,64,20,7,优,72,7,2021-11-08
31,0.4,22,62,18,7,优,19,6,2021-11-09
33,0.4,24,66,21,7,优,4,7,2021-11-10
34,0.3,27,60,21,6,优,11,6,2021-11-11
58,0.5,46,56,47,19,良,39,9,2021-11-12
79,0.8,63,43,99,48,良,203,12,2021-11-13
70,0.7,56,47,77,29,良,102,10,2021-11-14
61,0.8,45,45,72,29,良,243,11,2021-11-15
68,1,54,41,82,40,良,81,12,2021-11-16
105,1,63,47,131,79,轻度污染,159,11,2021-11-17
173,1.6,77,20,191,131,中度污染,287,10,2021-11-18
51,1,40,44,51,33,良,311,9,2021-11-19
63,1.1,50,11,57,22,良,16,12,2021-11-20
65,0.7,23,50,80,29,良,194,7,2021-11-21
43,0.5,22,52,43,9,优,153,6,2021-11-22
65,0.8,52,36,76,34,良,213,11,2021-11-23
98,1.2,72,22,139,73,良,262,14,2021-11-24
109,1.4,82,23,165,82,轻度污染,306,14,2021-11-25
75,0.9,60,43,94,45,良,294,12,2021-11-26
78,1,62,42,89,49,良,131,14,2021-11-27
143,1.3,73,49,177,109,轻度污染,303,13,2021-11-28
125,1.1,55,30,144,95,轻度污染,310,9,2021-11-29
29,0.4,23,56,19,9,优,129,7,2021-11-30
57,0.6,45,46,46,20,良,26,9,2021-12-01
58,0.6,46,41,66,31,良,211,9,2021-12-02
58,0.5,46,47,59,22,良,16,10,2021-12-03
88,1.2,70,26,124,63,良,237,14,2021-12-04
140,1.4,80,26,173,107,轻度污染,276,14,2021-12-05
68,0.8,54,56,86,48,良,313,10,2021-12-06
80,0.9,64,36,100,51,良,166,12,2021-12-07
92,1,72,21,113,68,良,203,19,2021-12-08
133,1.3,66,7,142,101,轻度污染,268,15,2021-12-09
127,1,47,33,130,96,轻度污染,296,8,2021-12-10
110,1.1,49,34,118,83,轻度污染,252,9,2021-12-11
30,0.4,24,55,16,6,优,3,6,2021-12-12
63,0.7,50,40,68,34,良,134,10,2021-12-13
134,1.2,73,17,163,102,轻度污染,236,12,2021-12-14
203,1.7,94,12,230,153,重度污染,331,16,2021-12-15
74,0.9,42,57,89,54,良,335,9,2021-12-16
31,0.5,23,56,31,9,优,22,6,2021-12-17
59,0.7,47,41,64,28,良,232,9,2021-12-18
83,1,65,32,115,52,良,209,12,2021-12-19
113,1.2,80,24,172,85,轻度污染,301,15,2021-12-20
70,0.9,50,47,89,42,良,313,12,2021-12-21
55,0.8,38,30,59,27,良,75,11,2021-12-22
56,0.8,38,24,62,31,良,139,12,2021-12-23
34,0.6,20,54,34,12,优,136,8,2021-12-24
29,0.4,17,57,23,7,优,43,6,2021-12-25
37,0.5,29,51,36,15,优,94,7,2021-12-26
72,1.1,54,29,91,52,良,243,11,2021-12-27
104,1.2,62,26,125,78,轻度污染,286,15,2021-12-28
51,0.6,36,62,52,23,良,324,8,2021-12-29
55,0.6,44,59,55,23,良,187,8,2021-12-30
73,0.9,58,38,62,29,良,113,14,2021-12-31
95,1.1,56,48,117,71,良,186,13,2022-01-01
45,0.7,36,48,36,14,优,2,8,2022-01-02
68,0.9,54,36,80,39,良,118,10,2022-01-03
62,1,49,41,73,38,良,137,12,2022-01-04
68,1,54,29,71,39,良,46,11,2022-01-05
117,1.3,70,20,131,88,轻度污染,171,12,2022-01-06
196,1.6,71,30,196,147,中度污染,271,10,2022-01-07
125,1.2,53,48,129,95,轻度污染,318,7,2022-01-08
51,0.7,40,42,52,29,良,239,8,2022-01-09
39,0.6,30,63,39,22,优,90,7,2022-01-10
40,0.7,32,48,25,12,优,28,9,2022-01-11
49,0.8,35,50,49,26,优,56,10,2022-01-12
33,0.5,26,56,32,14,优,18,6,2022-01-13
97,0.8,46,50,114,72,良,131,10,2022-01-14
65,0.6,31,59,76,47,良,219,7,2022-01-15
38,0.5,30,50,23,10,优,6,8,2022-01-16
53,0.6,42,54,40,21,良,66,8,2022-01-17
108,1.2,61,38,123,81,轻度污染,94,18,2022-01-18
58,0.9,30,48,66,39,良,226,10,2022-01-19
52,0.8,34,52,53,28,良,112,9,2022-01-20
73,1.1,42,36,82,53,良,127,9,2022-01-21
134,1.8,51,20,128,102,轻度污染,190,8,2022-01-22
139,1.4,41,49,128,106,轻度污染,309,13,2022-01-23
139,1.3,47,53,127,106,轻度污染,283,10,2022-01-24
110,1,43,55,99,83,轻度污染,252,7,2022-01-25
35,0.5,28,64,33,22,优,188,7,2022-01-26
47,0.7,37,62,44,30,优,225,8,2022-01-27
35,0.5,25,64,35,24,优,156,6,2022-01-28
50,0.8,35,64,50,35,优,259,8,2022-01-29
122,1.2,41,90,118,92,轻度污染,135,12,2022-01-30
39,0.5,12,73,39,27,优,325,6,2022-01-31
39,0.4,10,78,17,10,优,18,5,2022-02-01
41,0.5,19,82,34,24,优,111,6,2022-02-02
41,0.6,17,81,35,24,优,124,8,2022-02-03
40,0.4,8,79,16,9,优,63,5,2022-02-04
40,0.4,10,79,20,11,优,29,5,2022-02-05
40,0.5,16,80,25,15,优,138,5,2022-02-06
